bin,binColor,binType,block,correctResponse,jump,leftProbe,letter,letterIndex,maximumStepsToProbe,minimumStepsToProbe,participantCorrect,participantResponse,probe,probeType,reactionTime,rewardEarned,rightProbe,stepsToLeftProbe,stepsToLure,stepsToRightProbe,stepsToTarget,stimulusTime
0.0,,,1,,0.0,,S,10.0,,,,,0,,0.0,0.0,,,,,,3.09944152832e-06
0.0,,,1,,0.0,,C,11.0,,,,,0,,0.0,0.0,,,,,,1.40462088585
0.0,,,1,,0.0,,Q,12.0,,,,,0,,0.0,0.0,,,,,,2.80056095123
0.0,,,1,,0.0,,F,13.0,,,,,0,,0.0,0.0,,,,,,4.20174503326
0.0,,,1,,0.0,,R,14.0,,,,,0,,0.0,0.0,,,,,,5.60234689713
0.0,,,1,,0.0,,L,0.0,,,,,0,,0.0,0.0,,,,,,7.00293207169
0.0,,,1,,0.0,,J,1.0,,,,,0,,0.0,0.0,,,,,,8.40360999107
0.0,,,1,,0.0,,G,2.0,,,,,0,,0.0,0.0,,,,,,9.8048350811
0.0,,,1,,0.0,,K,3.0,,,,,0,,0.0,0.0,,,,,,11.2004520893
0.0,,,1,,0.0,,N,4.0,,,,,0,,0.0,0.0,,,,,,12.6012289524
0.0,,,1,,0.0,,X,5.0,,,,,0,,0.0,0.0,,,,,,14.0019299984
0.0,,,1,,0.0,,P,6.0,,,,,0,,0.0,0.0,,,,,,15.4018208981
0.0,,,1,,0.0,,D,7.0,,,,,0,,0.0,0.0,,,,,,16.8028650284
0.0,,,1,,0.0,,W,8.0,,,,,0,,0.0,0.0,,,,,,18.2035419941
0.0,,,1,,0.0,,Z,9.0,,,,,0,,0.0,0.0,,,,,,19.6043579578
0.0,,,1,,0.0,,S,10.0,,,,,0,,0.0,0.0,,,,,,21.0001809597
0.0,,,1,,0.0,,C,11.0,,,,,0,,0.0,0.0,,,,,,22.4043750763
0.0,,,1,,0.0,,Q,12.0,,,,,0,,0.0,0.0,,,,,,23.8012499809
0.0,,,1,,0.0,,F,13.0,,,,,0,,0.0,0.0,,,,,,25.2003109455
0.0,,,1,,0.0,,R,14.0,,,,,0,,0.0,0.0,,,,,,26.6009390354
0.0,,,1,,0.0,,L,0.0,,,,,0,,0.0,0.0,,,,,,28.0016069412
0.0,,,1,,0.0,,J,1.0,,,,,0,,0.0,0.0,,,,,,29.4021348953
0.0,,,1,,0.0,,G,2.0,,,,,0,,0.0,0.0,,,,,,30.8024520874
0.0,,,1,,0.0,,K,3.0,,,,,0,,0.0,0.0,,,,,,32.2035710812
0.0,,,1,,0.0,,N,4.0,,,,,0,,0.0,0.0,,,,,,33.6045000553
0.0,,,1,,0.0,,X,5.0,,,,,0,,0.0,0.0,,,,,,35.0003728867
0.0,,,1,,0.0,,P,6.0,,,,,0,,0.0,0.0,,,,,,36.4010689259
0.0,,,1,,0.0,,D,7.0,,,,,0,,0.0,0.0,,,,,,37.80123806
0.0,,,1,,0.0,,W,8.0,,,,,0,,0.0,0.0,,,,,,39.2023849487
0.0,,,1,,0.0,,Z,9.0,,,,,0,,0.0,0.0,,,,,,40.6026809216
0.0,,,1,,0.0,,S,10.0,,,,,0,,0.0,0.0,,,,,,42.0038099289
0.0,,,1,,0.0,,C,11.0,,,,,0,,0.0,0.0,,,,,,43.4042439461
0.0,,,1,,0.0,,Q,12.0,,,,,0,,0.0,0.0,,,,,,44.8002369404
0.0,,,1,,0.0,,F,13.0,,,,,0,,0.0,0.0,,,,,,46.2009270191
0.0,,,1,,0.0,,R,14.0,,,,,0,,0.0,0.0,,,,,,47.601336956
