bin,binColor,binType,block,correctResponse,jump,leftProbe,letter,letterIndex,maximumStepsToProbe,minimumStepsToProbe,participantCorrect,participantResponse,probe,probeType,reactionTime,rewardEarned,rightProbe,stepsToLeftProbe,stepsToLure,stepsToRightProbe,stepsToTarget,stimulusTime
0.0,,,1,,0.0,,L,11.0,,,,,0,,0.0,0.0,,,,,,1.90734863281e-06
0.0,,,1,,0.0,,Z,12.0,,,,,0,,0.0,0.0,,,,,,1.40023303032
0.0,,,1,,0.0,,M,13.0,,,,,0,,0.0,0.0,,,,,,2.80092000961
0.0,,,1,,0.0,,G,14.0,,,,,0,,0.0,0.0,,,,,,4.2012758255
0.0,,,1,,0.0,,F,0.0,,,,,0,,0.0,0.0,,,,,,5.60221886635
0.0,,,1,,0.0,,W,1.0,,,,,0,,0.0,0.0,,,,,,7.00339102745
0.0,,,1,,0.0,,S,2.0,,,,,0,,0.0,0.0,,,,,,8.40376782417
0.0,,,1,,0.0,,X,3.0,,,,,0,,0.0,0.0,,,,,,9.80404281616
0.0,,,1,,0.0,,P,4.0,,,,,0,,0.0,0.0,,,,,,11.2049849033
0.0,,,1,,0.0,,B,5.0,,,,,0,,0.0,0.0,,,,,,12.6009638309
0.0,,,1,,0.0,,D,6.0,,,,,0,,0.0,0.0,,,,,,14.0008728504
0.0,,,1,,0.0,,R,7.0,,,,,0,,0.0,0.0,,,,,,15.401750803
0.0,,,1,,0.0,,C,8.0,,,,,0,,0.0,0.0,,,,,,16.803016901
0.0,,,1,,0.0,,N,9.0,,,,,0,,0.0,0.0,,,,,,18.203209877
0.0,,,1,,0.0,,V,10.0,,,,,0,,0.0,0.0,,,,,,19.6039597988
0.0,,,1,,0.0,,L,11.0,,,,,0,,0.0,0.0,,,,,,21.0028178692
0.0,,,1,,0.0,,Z,12.0,,,,,0,,0.0,0.0,,,,,,22.4003448486
0.0,,,1,,0.0,,M,13.0,,,,,0,,0.0,0.0,,,,,,23.8045668602
0.0,,,1,,0.0,,G,14.0,,,,,0,,0.0,0.0,,,,,,25.2017159462
0.0,,,1,,0.0,,F,0.0,,,,,0,,0.0,0.0,,,,,,26.6009068489
0.0,,,1,,0.0,,W,1.0,,,,,0,,0.0,0.0,,,,,,28.0019638538
0.0,,,1,,0.0,,S,2.0,,,,,0,,0.0,0.0,,,,,,29.4028849602
0.0,,,1,,0.0,,X,3.0,,,,,0,,0.0,0.0,,,,,,30.8035299778
0.0,,,1,,0.0,,P,4.0,,,,,0,,0.0,0.0,,,,,,32.2036728859
0.0,,,1,,0.0,,B,5.0,,,,,0,,0.0,0.0,,,,,,33.6041100025
0.0,,,1,,0.0,,D,6.0,,,,,0,,0.0,0.0,,,,,,35.0010089874
0.0,,,1,,0.0,,R,7.0,,,,,0,,0.0,0.0,,,,,,36.4011318684
0.0,,,1,,0.0,,C,8.0,,,,,0,,0.0,0.0,,,,,,37.8018670082
0.0,,,1,,0.0,,N,9.0,,,,,0,,0.0,0.0,,,,,,39.2024288177
0.0,,,1,,0.0,,V,10.0,,,,,0,,0.0,0.0,,,,,,40.6033308506
0.0,,,1,,0.0,,L,11.0,,,,,0,,0.0,0.0,,,,,,42.0044808388
0.0,,,1,,0.0,,Z,12.0,,,,,0,,0.0,0.0,,,,,,43.4000329971
0.0,,,1,,0.0,,M,13.0,,,,,0,,0.0,0.0,,,,,,44.8003969193
0.0,,,1,,0.0,,G,14.0,,,,,0,,0.0,0.0,,,,,,46.200758934
0.0,,,1,,0.0,,F,0.0,,,,,0,,0.0,0.0,,,,,,47.6022047997
0.0,,,1,,0.0,,W,1.0,,,,,0,,0.0,0.0,,,,,,49.0022418499
0.0,,,1,,0.0,,S,2.0,,,,,0,,0.0,0.0,,,,,,50.4027178288
0.0,,,1,,0.0,,X,3.0,,,,,0,,0.0,0.0,,,,,,51.8040709496
0.0,,,1,,0.0,,P,4.0,,,,,0,,0.0,0.0,,,,,,53.2042548656
0.0,,,1,,0.0,,B,5.0,,,,,0,,0.0,0.0,,,,,,54.600427866
0.0,,,1,,0.0,,D,6.0,,,,,0,,0.0,0.0,,,,,,56.0050318241
0.0,,,1,,0.0,,R,7.0,,,,,0,,0.0,0.0,,,,,,57.4005730152
0.0,,,1,,0.0,,C,8.0,,,,,0,,0.0,0.0,,,,,,58.8010427952
0.0,,,1,,0.0,,N,9.0,,,,,0,,0.0,0.0,,,,,,60.2012348175
0.0,,,1,,0.0,,V,10.0,,,,,0,,0.0,0.0,,,,,,61.6025547981
0.0,,,1,,0.0,,L,11.0,,,,,0,,0.0,0.0,,,,,,63.0031328201
0.0,,,1,,0.0,,Z,12.0,,,,,0,,0.0,0.0,,,,,,64.4041068554
0.0,,,1,,0.0,,M,13.0,,,,,0,,0.0,0.0,,,,,,65.8041408062
0.0,,,1,,0.0,,G,14.0,,,,,0,,0.0,0.0,,,,,,67.2006728649
0.0,,,1,,0.0,,F,0.0,,,,,0,,0.0,0.0,,,,,,68.6011118889
0.0,,,1,,0.0,,W,1.0,,,,,0,,0.0,0.0,,,,,,70.001614809
0.0,,,1,,0.0,,S,2.0,,,,,0,,0.0,0.0,,,,,,71.4026358128
0.0,,,1,,0.0,,X,3.0,,,,,0,,0.0,0.0,,,,,,72.8028519154
0.0,,,1,,0.0,,P,4.0,,,,,0,,0.0,0.0,,,,,,74.2032909393
0.0,,,1,,0.0,,B,5.0,,,,,0,,0.0,0.0,,,,,,75.6040048599
0.0,,,1,,0.0,,D,6.0,,,,,0,,0.0,0.0,,,,,,77.004734993
0.0,,,1,,0.0,,R,7.0,,,,,0,,0.0,0.0,,,,,,78.4006500244
0.0,,,1,,0.0,,C,8.0,,,,,0,,0.0,0.0,,,,,,79.8010778427
0.0,,,1,,0.0,,N,9.0,,,,,0,,0.0,0.0,,,,,,81.2021038532
0.0,,,1,,0.0,,V,10.0,,,,,0,,0.0,0.0,,,,,,82.6022968292
0.0,,,1,,0.0,,L,11.0,,,,,0,,0.0,0.0,,,,,,84.0032958984
0.0,,,1,,0.0,,Z,12.0,,,,,0,,0.0,0.0,,,,,,85.4036509991
0.0,,,1,,0.0,,M,13.0,,,,,0,,0.0,0.0,,,,,,86.8047118187
0.0,,,1,,0.0,,G,14.0,,,,,0,,0.0,0.0,,,,,,88.2002799511
0.0,,,1,,0.0,,F,0.0,,,,,0,,0.0,0.0,,,,,,89.6044650078
0.0,,,1,,0.0,,W,1.0,,,,,0,,0.0,0.0,,,,,,91.0004119873
0.0,,,1,,0.0,,S,2.0,,,,,0,,0.0,0.0,,,,,,92.400537014
0.0,,,1,,0.0,,X,3.0,,,,,0,,0.0,0.0,,,,,,93.8022348881
0.0,,,1,,0.0,,P,4.0,,,,,0,,0.0,0.0,,,,,,95.202121973
0.0,,,1,,0.0,,B,5.0,,,,,0,,0.0,0.0,,,,,,96.603415966
0.0,,,1,,0.0,,D,6.0,,,,,0,,0.0,0.0,,,,,,98.0042598248
0.0,,,1,,0.0,,R,7.0,,,,,0,,0.0,0.0,,,,,,99.4042220116
0.0,,,1,,0.0,,C,8.0,,,,,0,,0.0,0.0,,,,,,100.800657988
0.0,,,1,,0.0,,N,9.0,,,,,0,,0.0,0.0,,,,,,102.201210022
0.0,,,1,,0.0,,V,10.0,,,,,0,,0.0,0.0,,,,,,103.601709843
0.0,,,1,,0.0,,L,11.0,,,,,0,,0.0,0.0,,,,,,105.002806902
0.0,,,1,,0.0,,Z,12.0,,,,,0,,0.0,0.0,,,,,,106.403262854
0.0,,,1,,0.0,,M,13.0,,,,,0,,0.0,0.0,,,,,,107.804382801
0.0,,,1,,0.0,,G,14.0,,,,,0,,0.0,0.0,,,,,,109.204854012
0.0,,,1,,0.0,,F,0.0,,,,,0,,0.0,0.0,,,,,,110.600118876
0.0,,,1,,0.0,,W,1.0,,,,,0,,0.0,0.0,,,,,,112.001254797
0.0,,,1,,0.0,,S,2.0,,,,,0,,0.0,0.0,,,,,,113.401890993
0.0,,,1,,0.0,,X,3.0,,,,,0,,0.0,0.0,,,,,,114.803016901
0.0,,,1,,0.0,,P,4.0,,,,,0,,0.0,0.0,,,,,,116.20302701
0.0,,,1,,0.0,,B,5.0,,,,,0,,0.0,0.0,,,,,,117.603945017
0.0,,,1,,0.0,,D,6.0,,,,,0,,0.0,0.0,,,,,,119.004657984
0.0,,,1,,0.0,,R,7.0,,,,,0,,0.0,0.0,,,,,,120.40366888
0.0,,,1,,0.0,,C,8.0,,,,,0,,0.0,0.0,,,,,,121.800972939
0.0,,,1,,0.0,,N,9.0,,,,,0,,0.0,0.0,,,,,,123.201242924
0.0,,,1,,0.0,,V,10.0,,,,,0,,0.0,0.0,,,,,,124.601087809
0.0,,,1,,0.0,,L,11.0,,,,,0,,0.0,0.0,,,,,,126.003842831
0.0,,,1,,0.0,,Z,12.0,,,,,0,,0.0,0.0,,,,,,127.401804924
0.0,,,1,,0.0,,M,13.0,,,,,0,,0.0,0.0,,,,,,128.802735806
0.0,,,1,,0.0,,G,14.0,,,,,0,,0.0,0.0,,,,,,130.203918934
0.0,,,1,,0.0,,F,0.0,,,,,0,,0.0,0.0,,,,,,131.604810953
0.0,,,1,,0.0,,W,1.0,,,,,0,,0.0,0.0,,,,,,133.004676819
0.0,,,1,,0.0,,S,2.0,,,,,0,,0.0,0.0,,,,,,134.400574923
0.0,,,1,,0.0,,X,3.0,,,,,0,,0.0,0.0,,,,,,135.802582026
0.0,,,1,,0.0,,P,4.0,,,,,0,,0.0,0.0,,,,,,137.202581882
0.0,,,1,,0.0,,B,5.0,,,,,0,,0.0,0.0,,,,,,138.602586985
0.0,,,1,,0.0,,D,6.0,,,,,0,,0.0,0.0,,,,,,140.004107952
0.0,,,1,,0.0,,R,7.0,,,,,0,,0.0,0.0,,,,,,141.403877974
0.0,,,1,,0.0,,C,8.0,,,,,0,,0.0,0.0,,,,,,142.804927826
0.0,,,1,,0.0,,N,9.0,,,,,0,,0.0,0.0,,,,,,144.200598955
0.0,,,1,,0.0,,V,10.0,,,,,0,,0.0,0.0,,,,,,145.6020298
0.0,,,1,,0.0,,L,11.0,,,,,0,,0.0,0.0,,,,,,147.002373934
0.0,,,1,,0.0,,Z,12.0,,,,,0,,0.0,0.0,,,,,,148.402606964
0.0,,,1,,0.0,,M,13.0,,,,,0,,0.0,0.0,,,,,,149.803828955
0.0,,,1,,0.0,,G,14.0,,,,,0,,0.0,0.0,,,,,,151.203887939
0.0,,,1,,0.0,,F,0.0,,,,,0,,0.0,0.0,,,,,,152.604688883
0.0,,,1,,0.0,,W,1.0,,,,,0,,0.0,0.0,,,,,,154.004630804
0.0,,,1,,0.0,,S,2.0,,,,,0,,0.0,0.0,,,,,,155.401903868
0.0,,,1,,0.0,,X,3.0,,,,,0,,0.0,0.0,,,,,,156.800596952
0.0,,,1,,0.0,,P,4.0,,,,,0,,0.0,0.0,,,,,,158.201444864
0.0,,,1,,0.0,,B,5.0,,,,,0,,0.0,0.0,,,,,,159.601907015
0.0,,,1,,0.0,,D,6.0,,,,,0,,0.0,0.0,,,,,,161.002398968
0.0,,,1,,0.0,,R,7.0,,,,,0,,0.0,0.0,,,,,,162.403055906
0.0,,,1,,0.0,,C,8.0,,,,,0,,0.0,0.0,,,,,,163.803710938
0.0,,,1,,0.0,,N,9.0,,,,,0,,0.0,0.0,,,,,,165.200124979
0.0,,,1,,0.0,,V,10.0,,,,,0,,0.0,0.0,,,,,,166.600963831
0.0,,,1,,0.0,,L,11.0,,,,,0,,0.0,0.0,,,,,,168.000813961
0.0,,,1,,0.0,,Z,12.0,,,,,0,,0.0,0.0,,,,,,169.401712894
0.0,,,1,,0.0,,M,13.0,,,,,0,,0.0,0.0,,,,,,170.802353859
0.0,,,1,,0.0,,G,14.0,,,,,0,,0.0,0.0,,,,,,172.203431845
0.0,,,1,,0.0,,F,0.0,,,,,0,,0.0,0.0,,,,,,173.603755951
0.0,,,1,,0.0,,W,1.0,,,,,0,,0.0,0.0,,,,,,175.00451684
0.0,,,1,,0.0,,S,2.0,,,,,0,,0.0,0.0,,,,,,176.400068998
0.0,,,1,,0.0,,X,3.0,,,,,0,,0.0,0.0,,,,,,177.802021027
0.0,,,1,,0.0,,P,4.0,,,,,0,,0.0,0.0,,,,,,179.201916933
0.0,,,1,,0.0,,B,5.0,,,,,0,,0.0,0.0,,,,,,180.602963924
0.0,,,1,,0.0,,D,6.0,,,,,0,,0.0,0.0,,,,,,182.003078938
0.0,,,1,,0.0,,R,7.0,,,,,0,,0.0,0.0,,,,,,183.404354811
0.0,,,1,,0.0,,C,8.0,,,,,0,,0.0,0.0,,,,,,184.804623842
0.0,,,1,,0.0,,N,9.0,,,,,0,,0.0,0.0,,,,,,186.204996824
0.0,,,1,,0.0,,V,10.0,,,,,0,,0.0,0.0,,,,,,187.600821018
0.0,,,1,,0.0,,L,11.0,,,,,0,,0.0,0.0,,,,,,189.002043009
0.0,,,1,,0.0,,Z,12.0,,,,,0,,0.0,0.0,,,,,,190.401091814
0.0,,,1,,0.0,,M,13.0,,,,,0,,0.0,0.0,,,,,,191.801467896
0.0,,,1,,0.0,,G,14.0,,,,,0,,0.0,0.0,,,,,,193.202697992
0.0,,,1,,0.0,,F,0.0,,,,,0,,0.0,0.0,,,,,,194.603766918
0.0,,,1,,0.0,,W,1.0,,,,,0,,0.0,0.0,,,,,,196.004225016
0.0,,,1,,0.0,,S,2.0,,,,,0,,0.0,0.0,,,,,,197.404022932
0.0,,,1,,0.0,,X,3.0,,,,,0,,0.0,0.0,,,,,,198.800467968
