bin,binColor,binType,block,correctResponse,jump,leftProbe,letter,letterIndex,maximumStepsToProbe,minimumStepsToProbe,participantCorrect,participantResponse,probe,probeType,reactionTime,rewardEarned,rightProbe,stepsToLeftProbe,stepsToLure,stepsToRightProbe,stepsToTarget,stimulusTime
0.0,,,1,,0.0,,B,12.0,,,,,0,,0.0,0.0,,,,,,3.09944152832e-06
0.0,,,1,,0.0,,R,13.0,,,,,0,,0.0,0.0,,,,,,1.40046310425
0.0,,,1,,0.0,,F,14.0,,,,,0,,0.0,0.0,,,,,,2.80123615265
0.0,,,1,,0.0,,L,0.0,,,,,0,,0.0,0.0,,,,,,4.20156002045
0.0,,,1,,0.0,,N,1.0,,,,,0,,0.0,0.0,,,,,,5.60286998749
0.0,,,1,,0.0,,S,2.0,,,,,0,,0.0,0.0,,,,,,7.00272893906
0.0,,,1,,0.0,,P,3.0,,,,,0,,0.0,0.0,,,,,,8.40333509445
0.0,,,1,,0.0,,J,4.0,,,,,0,,0.0,0.0,,,,,,9.80441212654
0.0,,,1,,0.0,,X,5.0,,,,,0,,0.0,0.0,,,,,,11.2049739361
0.0,,,1,,0.0,,T,6.0,,,,,0,,0.0,0.0,,,,,,12.6007790565
0.0,,,1,,0.0,,D,7.0,,,,,0,,0.0,0.0,,,,,,14.0013990402
0.0,,,1,,0.0,,H,8.0,,,,,0,,0.0,0.0,,,,,,15.401911974
0.0,,,1,,0.0,,M,9.0,,,,,0,,0.0,0.0,,,,,,16.8027050495
0.0,,,1,,0.0,,W,10.0,,,,,0,,0.0,0.0,,,,,,18.2038321495
0.0,,,1,,0.0,,Q,11.0,,,,,0,,0.0,0.0,,,,,,19.6022980213
0.0,,,1,,0.0,,B,12.0,,,,,0,,0.0,0.0,,,,,,21.0028841496
0.0,,,1,,0.0,,R,13.0,,,,,0,,0.0,0.0,,,,,,22.4050779343
0.0,,,1,,0.0,,F,14.0,,,,,0,,0.0,0.0,,,,,,23.8010380268
0.0,,,1,,0.0,,L,0.0,,,,,0,,0.0,0.0,,,,,,25.204750061
0.0,,,1,,0.0,,N,1.0,,,,,0,,0.0,0.0,,,,,,26.600481987
0.0,,,1,,0.0,,S,2.0,,,,,0,,0.0,0.0,,,,,,28.001363039
0.0,,,1,,0.0,,P,3.0,,,,,0,,0.0,0.0,,,,,,29.4027280807
0.0,,,1,,0.0,,J,4.0,,,,,0,,0.0,0.0,,,,,,30.8027610779
0.0,,,1,,0.0,,X,5.0,,,,,0,,0.0,0.0,,,,,,32.2040309906
0.0,,,1,,0.0,,T,6.0,,,,,0,,0.0,0.0,,,,,,33.6042640209
0.0,,,1,,0.0,,D,7.0,,,,,0,,0.0,0.0,,,,,,35.0003960133
0.0,,,1,,0.0,,H,8.0,,,,,0,,0.0,0.0,,,,,,36.4001889229
0.0,,,1,,0.0,,M,9.0,,,,,0,,0.0,0.0,,,,,,37.8008780479
0.0,,,1,,0.0,,W,10.0,,,,,0,,0.0,0.0,,,,,,39.2018780708
0.0,,,1,,0.0,,Q,11.0,,,,,0,,0.0,0.0,,,,,,40.6022000313
0.0,,,1,,0.0,,B,12.0,,,,,0,,0.0,0.0,,,,,,42.0033950806
0.0,,,1,,0.0,,R,13.0,,,,,0,,0.0,0.0,,,,,,43.4037511349
0.0,,,1,,0.0,,F,14.0,,,,,0,,0.0,0.0,,,,,,44.8000171185
0.0,,,1,,0.0,,L,0.0,,,,,0,,0.0,0.0,,,,,,46.2002921104
0.0,,,1,,0.0,,N,1.0,,,,,0,,0.0,0.0,,,,,,47.6007890701
0.0,,,1,,0.0,,S,2.0,,,,,0,,0.0,0.0,,,,,,49.001707077
0.0,,,1,,0.0,,P,3.0,,,,,0,,0.0,0.0,,,,,,50.4024739265
0.0,,,1,,0.0,,J,4.0,,,,,0,,0.0,0.0,,,,,,51.8030490875
0.0,,,1,,0.0,,X,5.0,,,,,0,,0.0,0.0,,,,,,53.2034900188
0.0,,,1,,0.0,,T,6.0,,,,,0,,0.0,0.0,,,,,,54.6043720245
0.0,,,1,,0.0,,D,7.0,,,,,0,,0.0,0.0,,,,,,56.0002291203
0.0,,,1,,0.0,,H,8.0,,,,,0,,0.0,0.0,,,,,,57.4006259441
0.0,,,1,,0.0,,M,9.0,,,,,0,,0.0,0.0,,,,,,58.8049080372
0.0,,,1,,0.0,,W,10.0,,,,,0,,0.0,0.0,,,,,,60.2021589279
0.0,,,1,,0.0,,Q,11.0,,,,,0,,0.0,0.0,,,,,,61.6014311314
0.0,,,1,,0.0,,B,12.0,,,,,0,,0.0,0.0,,,,,,63.0015311241
0.0,,,1,,0.0,,R,13.0,,,,,0,,0.0,0.0,,,,,,64.4028611183
0.0,,,1,,0.0,,F,14.0,,,,,0,,0.0,0.0,,,,,,65.8030209541
0.0,,,1,,0.0,,L,0.0,,,,,0,,0.0,0.0,,,,,,67.2035520077
0.0,,,1,,0.0,,N,1.0,,,,,0,,0.0,0.0,,,,,,68.6047480106
0.0,,,1,,0.0,,S,2.0,,,,,0,,0.0,0.0,,,,,,70.0004620552
0.0,,,1,,0.0,,P,3.0,,,,,0,,0.0,0.0,,,,,,71.4015600681
0.0,,,1,,0.0,,J,4.0,,,,,0,,0.0,0.0,,,,,,72.8020169735
0.0,,,1,,0.0,,X,5.0,,,,,0,,0.0,0.0,,,,,,74.2025310993
0.0,,,1,,0.0,,T,6.0,,,,,0,,0.0,0.0,,,,,,75.6033439636
0.0,,,1,,0.0,,D,7.0,,,,,0,,0.0,0.0,,,,,,77.0035510063
0.0,,,1,,0.0,,H,8.0,,,,,0,,0.0,0.0,,,,,,78.4045870304
0.0,,,1,,0.0,,M,9.0,,,,,0,,0.0,0.0,,,,,,79.8049440384
0.0,,,1,,0.0,,W,10.0,,,,,0,,0.0,0.0,,,,,,81.2014801502
0.0,,,1,,0.0,,Q,11.0,,,,,0,,0.0,0.0,,,,,,82.6018090248
0.0,,,1,,0.0,,B,12.0,,,,,0,,0.0,0.0,,,,,,84.0020799637
0.0,,,1,,0.0,,R,13.0,,,,,0,,0.0,0.0,,,,,,85.4029741287
0.0,,,1,,0.0,,F,14.0,,,,,0,,0.0,0.0,,,,,,86.8041491508
0.0,,,1,,0.0,,L,0.0,,,,,0,,0.0,0.0,,,,,,88.203895092
0.0,,,1,,0.0,,N,1.0,,,,,0,,0.0,0.0,,,,,,89.6048231125
0.0,,,1,,0.0,,S,2.0,,,,,0,,0.0,0.0,,,,,,91.0039319992
0.0,,,1,,0.0,,P,3.0,,,,,0,,0.0,0.0,,,,,,92.4049129486
0.0,,,1,,0.0,,J,4.0,,,,,0,,0.0,0.0,,,,,,93.8019750118
0.0,,,1,,0.0,,X,5.0,,,,,0,,0.0,0.0,,,,,,95.2029280663
0.0,,,1,,0.0,,T,6.0,,,,,0,,0.0,0.0,,,,,,96.6013710499
0.0,,,1,,0.0,,D,7.0,,,,,0,,0.0,0.0,,,,,,98.0024781227
0.0,,,1,,0.0,,H,8.0,,,,,0,,0.0,0.0,,,,,,99.4029970169
0.0,,,1,,0.0,,M,9.0,,,,,0,,0.0,0.0,,,,,,100.803447008
0.0,,,1,,0.0,,W,10.0,,,,,0,,0.0,0.0,,,,,,102.204478025
0.0,,,1,,0.0,,Q,11.0,,,,,0,,0.0,0.0,,,,,,103.604826927
0.0,,,1,,0.0,,B,12.0,,,,,0,,0.0,0.0,,,,,,105.000746012
0.0,,,1,,0.0,,R,13.0,,,,,0,,0.0,0.0,,,,,,106.401270151
0.0,,,1,,0.0,,F,14.0,,,,,0,,0.0,0.0,,,,,,107.802495003
0.0,,,1,,0.0,,L,0.0,,,,,0,,0.0,0.0,,,,,,109.202660084
0.0,,,1,,0.0,,N,1.0,,,,,0,,0.0,0.0,,,,,,110.603765011
0.0,,,1,,0.0,,S,2.0,,,,,0,,0.0,0.0,,,,,,112.004465103
0.0,,,1,,0.0,,P,3.0,,,,,0,,0.0,0.0,,,,,,113.405055046
0.0,,,1,,0.0,,J,4.0,,,,,0,,0.0,0.0,,,,,,114.80036211
0.0,,,1,,0.0,,X,5.0,,,,,0,,0.0,0.0,,,,,,116.201184034
0.0,,,1,,0.0,,T,6.0,,,,,0,,0.0,0.0,,,,,,117.602170944
0.0,,,1,,0.0,,D,7.0,,,,,0,,0.0,0.0,,,,,,119.002615929
0.0,,,1,,0.0,,H,8.0,,,,,0,,0.0,0.0,,,,,,120.403183937
0.0,,,1,,0.0,,M,9.0,,,,,0,,0.0,0.0,,,,,,121.803889036
0.0,,,1,,0.0,,W,10.0,,,,,0,,0.0,0.0,,,,,,123.204899073
0.0,,,1,,0.0,,Q,11.0,,,,,0,,0.0,0.0,,,,,,124.603394032
0.0,,,1,,0.0,,B,12.0,,,,,0,,0.0,0.0,,,,,,126.004940987
0.0,,,1,,0.0,,R,13.0,,,,,0,,0.0,0.0,,,,,,127.401821136
0.0,,,1,,0.0,,F,14.0,,,,,0,,0.0,0.0,,,,,,128.802247047
0.0,,,1,,0.0,,L,0.0,,,,,0,,0.0,0.0,,,,,,130.203304052
0.0,,,1,,0.0,,N,1.0,,,,,0,,0.0,0.0,,,,,,131.602240086
0.0,,,1,,0.0,,S,2.0,,,,,0,,0.0,0.0,,,,,,133.002606153
0.0,,,1,,0.0,,P,3.0,,,,,0,,0.0,0.0,,,,,,134.403306961
0.0,,,1,,0.0,,J,4.0,,,,,0,,0.0,0.0,,,,,,135.804517984
0.0,,,1,,0.0,,X,5.0,,,,,0,,0.0,0.0,,,,,,137.200005054
0.0,,,1,,0.0,,T,6.0,,,,,0,,0.0,0.0,,,,,,138.600629091
0.0,,,1,,0.0,,D,7.0,,,,,0,,0.0,0.0,,,,,,140.001142025
0.0,,,1,,0.0,,H,8.0,,,,,0,,0.0,0.0,,,,,,141.401394129
0.0,,,1,,0.0,,M,9.0,,,,,0,,0.0,0.0,,,,,,142.802780151
0.0,,,1,,0.0,,W,10.0,,,,,0,,0.0,0.0,,,,,,144.203901052
0.0,,,1,,0.0,,Q,11.0,,,,,0,,0.0,0.0,,,,,,145.604392052
0.0,,,1,,0.0,,B,12.0,,,,,0,,0.0,0.0,,,,,,147.004076004
0.0,,,1,,0.0,,R,13.0,,,,,0,,0.0,0.0,,,,,,148.404922009
0.0,,,1,,0.0,,F,14.0,,,,,0,,0.0,0.0,,,,,,149.801146984
0.0,,,1,,0.0,,L,0.0,,,,,0,,0.0,0.0,,,,,,151.201724052
0.0,,,1,,0.0,,N,1.0,,,,,0,,0.0,0.0,,,,,,152.601940155
0.0,,,1,,0.0,,S,2.0,,,,,0,,0.0,0.0,,,,,,154.003298044
0.0,,,1,,0.0,,P,3.0,,,,,0,,0.0,0.0,,,,,,155.403609037
0.0,,,1,,0.0,,J,4.0,,,,,0,,0.0,0.0,,,,,,156.804224014
0.0,,,1,,0.0,,X,5.0,,,,,0,,0.0,0.0,,,,,,158.2045331
0.0,,,1,,0.0,,T,6.0,,,,,0,,0.0,0.0,,,,,,159.600563049
0.0,,,1,,0.0,,D,7.0,,,,,0,,0.0,0.0,,,,,,161.005037069
0.0,,,1,,0.0,,H,8.0,,,,,0,,0.0,0.0,,,,,,162.400324106
0.0,,,1,,0.0,,M,9.0,,,,,0,,0.0,0.0,,,,,,163.801404953
0.0,,,1,,0.0,,W,10.0,,,,,0,,0.0,0.0,,,,,,165.202872038
0.0,,,1,,0.0,,Q,11.0,,,,,0,,0.0,0.0,,,,,,166.602980137
0.0,,,1,,0.0,,B,12.0,,,,,0,,0.0,0.0,,,,,,168.003222942
0.0,,,1,,0.0,,R,13.0,,,,,0,,0.0,0.0,,,,,,169.403655052
0.0,,,1,,0.0,,F,14.0,,,,,0,,0.0,0.0,,,,,,170.804366112
0.0,,,1,,0.0,,L,0.0,,,,,0,,0.0,0.0,,,,,,172.20066309
0.0,,,1,,0.0,,N,1.0,,,,,0,,0.0,0.0,,,,,,173.601412058
0.0,,,1,,0.0,,S,2.0,,,,,0,,0.0,0.0,,,,,,175.001827002
0.0,,,1,,0.0,,P,3.0,,,,,0,,0.0,0.0,,,,,,176.402715921
0.0,,,1,,0.0,,J,4.0,,,,,0,,0.0,0.0,,,,,,177.803275108
0.0,,,1,,0.0,,X,5.0,,,,,0,,0.0,0.0,,,,,,179.203881979
0.0,,,1,,0.0,,T,6.0,,,,,0,,0.0,0.0,,,,,,180.603899956
0.0,,,1,,0.0,,D,7.0,,,,,0,,0.0,0.0,,,,,,182.00498414
0.0,,,1,,0.0,,H,8.0,,,,,0,,0.0,0.0,,,,,,183.400901079
0.0,,,1,,0.0,,M,9.0,,,,,0,,0.0,0.0,,,,,,184.801301956
0.0,,,1,,0.0,,W,10.0,,,,,0,,0.0,0.0,,,,,,186.202275991
0.0,,,1,,0.0,,Q,11.0,,,,,0,,0.0,0.0,,,,,,187.602734089
0.0,,,1,,0.0,,B,12.0,,,,,0,,0.0,0.0,,,,,,189.003605127
0.0,,,1,,0.0,,R,13.0,,,,,0,,0.0,0.0,,,,,,190.40417099
0.0,,,1,,0.0,,F,14.0,,,,,0,,0.0,0.0,,,,,,191.803040981
0.0,,,1,,0.0,,L,0.0,,,,,0,,0.0,0.0,,,,,,193.201056957
0.0,,,1,,0.0,,N,1.0,,,,,0,,0.0,0.0,,,,,,194.604967117
0.0,,,1,,0.0,,S,2.0,,,,,0,,0.0,0.0,,,,,,196.000594139
0.0,,,1,,0.0,,P,3.0,,,,,0,,0.0,0.0,,,,,,197.400829077
0.0,,,1,,0.0,,J,4.0,,,,,0,,0.0,0.0,,,,,,198.801296949
0.0,,,1,,0.0,,X,5.0,,,,,0,,0.0,0.0,,,,,,200.202826023
0.0,,,1,,0.0,,T,6.0,,,,,0,,0.0,0.0,,,,,,201.603640079
0.0,,,1,,0.0,,D,7.0,,,,,0,,0.0,0.0,,,,,,203.003874063
0.0,,,1,,0.0,,H,8.0,,,,,0,,0.0,0.0,,,,,,204.404535055
0.0,,,1,,0.0,,M,9.0,,,,,0,,0.0,0.0,,,,,,205.80026412
0.0,,,1,,0.0,,W,10.0,,,,,0,,0.0,0.0,,,,,,207.201725006
0.0,,,1,,0.0,,Q,11.0,,,,,0,,0.0,0.0,,,,,,208.601586103
0.0,,,1,,0.0,,B,12.0,,,,,0,,0.0,0.0,,,,,,210.001554966
0.0,,,1,,0.0,,R,13.0,,,,,0,,0.0,0.0,,,,,,211.402893066
0.0,,,1,,0.0,,F,14.0,,,,,0,,0.0,0.0,,,,,,212.80351305
0.0,,,1,,0.0,,L,0.0,,,,,0,,0.0,0.0,,,,,,214.203855991
0.0,,,1,,0.0,,N,1.0,,,,,0,,0.0,0.0,,,,,,215.604835033
0.0,,,1,,0.0,,S,2.0,,,,,0,,0.0,0.0,,,,,,217.00001502
0.0,,,1,,0.0,,P,3.0,,,,,0,,0.0,0.0,,,,,,218.401824951
0.0,,,1,,0.0,,J,4.0,,,,,0,,0.0,0.0,,,,,,219.801630974
0.0,,,1,,0.0,,X,5.0,,,,,0,,0.0,0.0,,,,,,221.202383995
0.0,,,1,,0.0,,T,6.0,,,,,0,,0.0,0.0,,,,,,222.60285902
0.0,,,1,,0.0,,D,7.0,,,,,0,,0.0,0.0,,,,,,224.003669024
0.0,,,1,,0.0,,H,8.0,,,,,0,,0.0,0.0,,,,,,225.404972076
0.0,,,1,,0.0,,M,9.0,,,,,0,,0.0,0.0,,,,,,226.803739071
0.0,,,1,,0.0,,W,10.0,,,,,0,,0.0,0.0,,,,,,228.200020075
0.0,,,1,,0.0,,Q,11.0,,,,,0,,0.0,0.0,,,,,,229.604710102
0.0,,,1,,0.0,,B,12.0,,,,,0,,0.0,0.0,,,,,,231.000785112
0.0,,,1,,0.0,,R,13.0,,,,,0,,0.0,0.0,,,,,,232.401446104
0.0,,,1,,0.0,,F,14.0,,,,,0,,0.0,0.0,,,,,,233.801705122
0.0,,,1,,0.0,,L,0.0,,,,,0,,0.0,0.0,,,,,,235.20284009
0.0,,,1,,0.0,,N,1.0,,,,,0,,0.0,0.0,,,,,,236.603100061
0.0,,,1,,0.0,,S,2.0,,,,,0,,0.0,0.0,,,,,,238.004459143
